,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
93214,2022-2023,LaLiga,Rayo Vallecano,Isaac Palazón Camacho,es ESP,"FW,MF",28.0,23.0,1923.0,21.4,5.0,5.0,10.0,4.0,1.0,2.0,4.0,0.0,25.0,71.0,116.0,0.23,0.23,0.47,0.19,0.42,4.3,2.7,3.3,6.0,0.21,0.16,0.37,0.13,0.29
93215,2022-2023,LaLiga,Rayo Vallecano,Álvaro García,es ESP,"FW,MF",30.0,22.0,1924.0,21.4,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,87.0,46.0,196.0,0.19,0.09,0.28,0.19,0.28,2.2,2.2,3.3,5.5,0.11,0.16,0.27,0.11,0.27
93216,2022-2023,LaLiga,Rayo Vallecano,Sergio Camello,es ESP,FW,22.0,21.0,1765.0,19.6,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,28.0,24.0,83.0,0.25,0.15,0.41,0.25,0.41,5.4,5.4,1.9,7.3,0.28,0.1,0.38,0.28,0.38
93217,2022-2023,LaLiga,Rayo Vallecano,Óscar Trejo,ar ARG,"MF,FW",34.0,20.0,1532.0,17.0,2.0,3.0,5.0,1.0,1.0,2.0,8.0,0.0,37.0,81.0,69.0,0.12,0.18,0.29,0.06,0.23,2.7,1.2,2.0,3.2,0.17,0.13,0.3,0.07,0.2
93218,2022-2023,LaLiga,Rayo Vallecano,Óscar Valentín,es ESP,MF,28.0,18.0,1578.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.1,0.02,0.04,0.07,0.02,0.07
93219,2022-2023,LaLiga,Rayo Vallecano,Santi Comesaña,es ESP,MF,26.0,17.0,1470.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,17.0,94.0,34.0,0.06,0.0,0.06,0.06,0.06,1.5,1.5,1.0,2.5,0.1,0.06,0.16,0.1,0.16
93220,2022-2023,LaLiga,Rayo Vallecano,Pathé Ciss,sn SEN,"MF,DF",28.0,10.0,1036.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,8.0,50.0,3.0,0.09,0.0,0.09,0.09,0.09,2.0,2.0,0.2,2.2,0.19,0.02,0.21,0.19,0.21
93221,2022-2023,LaLiga,Rayo Vallecano,Unai López,es ESP,MF,27.0,9.0,880.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,13.0,69.0,32.0,0.1,0.2,0.31,0.1,0.31,1.0,1.0,0.8,1.8,0.1,0.08,0.19,0.1,0.19
93222,2022-2023,LaLiga,Rayo Vallecano,Radamel Falcao,co COL,"FW,MF",37.0,3.0,508.0,5.6,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,13.0,40.0,0.35,0.0,0.35,0.18,0.18,2.7,1.9,0.1,2.0,0.49,0.02,0.51,0.35,0.36
93223,2022-2023,LaLiga,Rayo Vallecano,Salvi,es ESP,"FW,MF",31.0,3.0,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.05,0.15,0.2,0.05,0.2
93224,2022-2023,LaLiga,Rayo Vallecano,Abdul Mumin,gh GHA,DF,24.0,3.0,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.05,0.01,0.06,0.05,0.06
93225,2022-2023,LaLiga,Rayo Vallecano,Raúl de Tomás,es ESP,FW,28.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,0.2,1.3,1.1,0.11,1.21,0.65,0.76
93226,2022-2023,LaLiga,Rayo Vallecano,Andrés Martín,es ESP,"FW,MF",23.0,2.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.37,0.3,0.68,0.37,0.68
93227,2022-2023,LaLiga,Rayo Vallecano,Diego López,es ESP,GK,41.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93228,2022-2023,LaLiga,Rayo Vallecano,José Pozo,es ESP,MF,26.0,1.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.12,0.16,0.04,0.16
93229,2022-2023,LaLiga,Rayo Vallecano,Randy Ntekja,fr FRA,"FW,MF",25.0,0.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.19,0.01,0.2,0.19,0.2
93230,2022-2023,LaLiga,Rayo Vallecano,Pep Chavarría,es ESP,"FW,DF",24.0,0.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09
93231,2022-2023,LaLiga,Rayo Vallecano,Bebé,cv CPV,FW,32.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.12,0.13,0.25,0.12,0.25
93232,2022-2023,LaLiga,Rayo Vallecano,Mario Hernández,es ESP,"DF,FW",24.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.14,0.0,0.14,0.14,0.14
93233,2022-2023,LaLiga,Rayo Vallecano,Pablo Muñoz,es ESP,MF,19.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93234,2022-2023,LaLiga,Rayo Vallecano,Mario Suárez,es ESP,"DF,MF",36.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93235,2022-2023,LaLiga,Rayo Vallecano,Diego Méndez,es ESP,MF,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93236,2022-2023,LaLiga,Rayo Vallecano,Esteban Saveljich,me MNE,FW,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93240,2022-2023,LaLiga,Osasuna,Moi Gómez,es ESP,"MF,FW",28.0,24.0,2021.0,22.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,30.0,143.0,63.0,0.04,0.09,0.13,0.04,0.13,1.1,1.1,3.5,4.6,0.05,0.16,0.21,0.05,0.21
93241,2022-2023,LaLiga,Osasuna,Lucas Torró,es ESP,MF,28.0,23.0,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,75.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05
93242,2022-2023,LaLiga,Osasuna,David García,es ESP,DF,29.0,22.0,1939.0,21.5,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,9.0,71.0,4.0,0.09,0.0,0.09,0.09,0.09,0.4,0.4,0.3,0.8,0.02,0.02,0.04,0.02,0.04
93243,2022-2023,LaLiga,Osasuna,Ezequiel Ávila,ar ARG,"FW,MF",29.0,19.0,1402.0,15.6,7.0,2.0,9.0,5.0,2.0,3.0,7.0,1.0,17.0,30.0,73.0,0.45,0.13,0.58,0.32,0.45,5.7,3.4,1.7,5.0,0.39,0.11,0.5,0.23,0.34
93244,2022-2023,LaLiga,Osasuna,Jon Moncayola,es ESP,"MF,DF",24.0,17.0,1639.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,99.0,32.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,1.9,0.07,0.04,0.11,0.07,0.11
93245,2022-2023,LaLiga,Osasuna,Juan Cruz Armada,es ESP,DF,30.0,17.0,1533.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,48.0,47.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.01,0.05,0.06,0.01,0.06
93246,2022-2023,LaLiga,Osasuna,Unai García,es ESP,DF,31.0,16.0,1361.0,15.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,10.0,41.0,3.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02
93247,2022-2023,LaLiga,Osasuna,Ante Budimir,hr CRO,FW,31.0,14.0,1103.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,13.0,12.0,68.0,0.16,0.0,0.16,0.16,0.16,3.6,3.6,0.6,4.2,0.3,0.05,0.35,0.3,0.35
93248,2022-2023,LaLiga,Osasuna,Aitor Fernández,es ESP,GK,31.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93249,2022-2023,LaLiga,Osasuna,Aimar Oroz,es ESP,"MF,FW",21.0,13.0,1161.0,12.9,3.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0,17.0,49.0,90.0,0.23,0.08,0.31,0.16,0.23,2.8,2.0,0.7,2.8,0.22,0.06,0.28,0.16,0.22
93250,2022-2023,LaLiga,Osasuna,Sergio Herrera,es ESP,GK,29.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93251,2022-2023,LaLiga,Osasuna,Manuel Sánchez,es ESP,DF,22.0,11.0,1124.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,55.0,54.0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,1.1,1.5,0.03,0.08,0.12,0.03,0.12
93252,2022-2023,LaLiga,Osasuna,Abdessamad Ezzalzouli,ma MAR,"FW,MF",21.0,11.0,848.0,9.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,46.0,22.0,73.0,0.11,0.21,0.32,0.11,0.32,1.1,1.1,1.3,2.4,0.13,0.15,0.28,0.13,0.28
93253,2022-2023,LaLiga,Osasuna,Nacho Vidal,es ESP,DF,28.0,10.0,916.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,0.05,0.06,0.12,0.05,0.12
93254,2022-2023,LaLiga,Osasuna,Aridane Hernández,gq EQG,DF,33.0,10.0,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
93255,2022-2023,LaLiga,Osasuna,Darko Brašanac,rs SRB,MF,31.0,8.0,959.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,15.0,42.0,32.0,0.09,0.09,0.19,0.09,0.19,0.8,0.8,0.7,1.5,0.07,0.07,0.14,0.07,0.14
93256,2022-2023,LaLiga,Osasuna,Rubén Peña,es ESP,"DF,MF",31.0,7.0,653.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,31.0,37.0,0.0,0.14,0.14,0.0,0.14,1.1,1.1,0.7,1.9,0.15,0.1,0.25,0.15,0.25
93257,2022-2023,LaLiga,Osasuna,Rubén García,es ESP,"MF,FW",29.0,6.0,715.0,7.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,31.0,60.0,0.13,0.25,0.38,0.13,0.38,1.6,1.6,1.3,2.9,0.2,0.16,0.36,0.2,0.36
93258,2022-2023,LaLiga,Osasuna,Kike Barja,es ESP,"FW,MF",25.0,6.0,562.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,32.0,15.0,89.0,0.16,0.32,0.48,0.16,0.48,0.3,0.3,1.3,1.6,0.04,0.21,0.26,0.04,0.26
93259,2022-2023,LaLiga,Osasuna,Diego Moreno,es ESP,DF,21.0,6.0,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,0.07,0.02,0.1,0.07,0.1
93260,2022-2023,LaLiga,Osasuna,Kike,es ESP,FW,33.0,5.0,752.0,8.4,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,11.0,12.0,39.0,0.24,0.0,0.24,0.12,0.12,3.3,2.6,0.6,3.1,0.44,0.07,0.52,0.34,0.41
93261,2022-2023,LaLiga,Osasuna,Pablo Ibáñez,es ESP,MF,24.0,5.0,430.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,12.0,0.0,0.21,0.21,0.0,0.21,0.3,0.3,0.6,0.9,0.07,0.16,0.23,0.07,0.23
93262,2022-2023,LaLiga,Osasuna,Iker Muñoz,es ESP,MF,20.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93263,2022-2023,LaLiga,Osasuna,Roberto Torres,es ESP,"FW,MF",34.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.13,2.13,0.0,2.13
93272,2022-2023,LaLiga,Athletic Club,Nico Williams,es ESP,FW,20.0,23.0,1904.0,21.2,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,108.0,55.0,220.0,0.19,0.19,0.38,0.19,0.38,3.3,3.3,3.3,6.6,0.16,0.16,0.33,0.16,0.33
93273,2022-2023,LaLiga,Athletic Club,Unai Simón,es ESP,GK,25.0,22.0,1935.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93274,2022-2023,LaLiga,Athletic Club,Óscar de Marcos,es ESP,DF,33.0,22.0,1884.0,20.9,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,45.0,127.0,90.0,0.0,0.19,0.19,0.0,0.19,0.2,0.2,2.6,2.8,0.01,0.13,0.14,0.01,0.14
93275,2022-2023,LaLiga,Athletic Club,Oihan Sancet,es ESP,MF,22.0,22.0,1664.0,18.5,8.0,0.0,8.0,7.0,1.0,1.0,2.0,1.0,59.0,97.0,97.0,0.43,0.0,0.43,0.38,0.38,4.7,3.9,2.1,6.0,0.25,0.11,0.37,0.21,0.33
93276,2022-2023,LaLiga,Athletic Club,Iñaki Williams,gh GHA,FW,28.0,21.0,1773.0,19.7,5.0,2.0,7.0,5.0,0.0,1.0,1.0,0.0,66.0,31.0,181.0,0.25,0.1,0.36,0.25,0.36,5.5,4.7,2.1,6.8,0.3,0.11,0.41,0.25,0.37
93277,2022-2023,LaLiga,Athletic Club,Yeray Álvarez,es ESP,DF,28.0,20.0,1715.0,19.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,26.0,118.0,6.0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,0.9,1.3,0.02,0.05,0.07,0.02,0.07
93278,2022-2023,LaLiga,Athletic Club,Mikel Vesga,es ESP,MF,29.0,19.0,1736.0,19.3,2.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,16.0,139.0,23.0,0.1,0.1,0.21,0.05,0.16,1.3,0.6,1.1,1.7,0.07,0.06,0.13,0.03,0.09
93279,2022-2023,LaLiga,Athletic Club,Álex Berenguer,es ESP,FW,27.0,19.0,1617.0,18.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,37.0,57.0,167.0,0.17,0.06,0.22,0.17,0.22,3.2,3.2,2.9,6.1,0.19,0.17,0.36,0.19,0.36
93280,2022-2023,LaLiga,Athletic Club,Daniel Vivian,es ESP,DF,23.0,17.0,1535.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,14.0,68.0,3.0,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.5,1.3,0.05,0.03,0.08,0.05,0.08
93281,2022-2023,LaLiga,Athletic Club,Iker Muniain,es ESP,"MF,FW",30.0,15.0,1291.0,14.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,38.0,115.0,83.0,0.0,0.21,0.21,0.0,0.21,2.5,2.5,3.1,5.5,0.18,0.22,0.39,0.18,0.39
93282,2022-2023,LaLiga,Athletic Club,Yuri Berchiche,es ESP,DF,33.0,14.0,1237.0,13.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,29.0,85.0,47.0,0.07,0.07,0.15,0.07,0.15,0.7,0.7,0.7,1.4,0.05,0.05,0.11,0.05,0.11
93283,2022-2023,LaLiga,Athletic Club,Iñigo Lekue,es ESP,DF,29.0,13.0,1253.0,13.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,62.0,58.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.7,0.9,0.02,0.05,0.06,0.02,0.06
93284,2022-2023,LaLiga,Athletic Club,Iñigo Martínez,es ESP,DF,31.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08
93285,2022-2023,LaLiga,Athletic Club,Dani García,es ESP,MF,32.0,10.0,835.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,36.0,3.0,0.0,0.11,0.11,0.0,0.11,0.5,0.5,0.1,0.6,0.06,0.02,0.07,0.06,0.07
93286,2022-2023,LaLiga,Athletic Club,Gorka Guruzeta,es ESP,"FW,MF",26.0,7.0,670.0,7.4,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,4.0,13.0,48.0,0.67,0.0,0.67,0.67,0.67,3.0,3.0,0.3,3.3,0.4,0.05,0.45,0.4,0.45
93287,2022-2023,LaLiga,Athletic Club,Raúl García,es ESP,"FW,MF",36.0,5.0,700.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,9.0,22.0,41.0,0.26,0.26,0.51,0.26,0.51,3.1,3.1,1.1,4.2,0.44,0.15,0.59,0.44,0.59
93288,2022-2023,LaLiga,Athletic Club,Oier Zarraga,es ESP,MF,24.0,4.0,616.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.09,0.08,0.17,0.09,0.17
93289,2022-2023,LaLiga,Athletic Club,Ander Herrera,es ESP,MF,33.0,4.0,307.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,16.0,4.0,0.0,0.29,0.29,0.0,0.29,0.2,0.2,0.6,0.8,0.07,0.17,0.24,0.07,0.24
93290,2022-2023,LaLiga,Athletic Club,Julen Agirrezabala,es ESP,GK,22.0,3.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93291,2022-2023,LaLiga,Athletic Club,Aitor Paredes,es ESP,DF,22.0,2.0,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0.0,0.1,0.1,0.1
93292,2022-2023,LaLiga,Athletic Club,Mikel Balenziaga,es ESP,DF,35.0,1.0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93293,2022-2023,LaLiga,Athletic Club,Asier Villalibre,es ESP,FW,25.0,1.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.29,0.19,0.47,0.29,0.47
93294,2022-2023,LaLiga,Athletic Club,Unai Vencedor Paris,es ESP,MF,22.0,0.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.29,0.02,0.31,0.29,0.31
93295,2022-2023,LaLiga,Athletic Club,Jon Morcillo,es ESP,"FW,MF",24.0,0.0,76.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,0.0,1.18,1.18,0.0,1.18,0.1,0.1,0.3,0.5,0.2,0.42,0.62,0.2,0.62
93296,2022-2023,LaLiga,Athletic Club,Ander Capa,es ESP,"DF,MF",31.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
93297,2022-2023,LaLiga,Athletic Club,Malcom Abdulai Ares Djalo,es ESP,FW,21.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
93302,2022-2023,LaLiga,Mallorca,Predrag Rajković,rs SRB,GK,27.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
93303,2022-2023,LaLiga,Mallorca,Antonio Raillo,es ESP,DF,31.0,24.0,2160.0,24.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,8.0,41.0,4.0,0.04,0.04,0.08,0.04,0.08,0.3,0.3,0.5,0.8,0.02,0.02,0.03,0.02,0.03
93304,2022-2023,LaLiga,Mallorca,Pablo Maffeo,es ESP,DF,25.0,22.0,1920.0,21.3,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,52.0,39.0,90.0,0.05,0.14,0.19,0.05,0.19,0.9,0.9,1.9,2.8,0.04,0.09,0.13,0.04,0.13
93305,2022-2023,LaLiga,Mallorca,Vedat Muriqi,xk KVX,FW,28.0,22.0,1914.0,21.3,10.0,2.0,12.0,8.0,2.0,3.0,5.0,1.0,19.0,40.0,106.0,0.47,0.09,0.56,0.38,0.47,8.1,5.8,1.6,7.3,0.38,0.07,0.46,0.27,0.35
93306,2022-2023,LaLiga,Mallorca,Lee Kangin,kr KOR,"MF,FW",22.0,22.0,1860.0,20.7,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,53.0,59.0,87.0,0.15,0.19,0.34,0.15,0.34,2.2,2.2,3.1,5.4,0.11,0.16,0.27,0.11,0.27
93307,2022-2023,LaLiga,Mallorca,Jaume Costa,es ESP,DF,34.0,21.0,1784.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,45.0,56.0,95.0,0.0,0.05,0.05,0.0,0.05,0.9,0.9,1.7,2.7,0.05,0.09,0.14,0.05,0.14
93308,2022-2023,LaLiga,Mallorca,Martin Valjent,sk SVK,DF,27.0,20.0,1756.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.0,0.02,0.02,0.0,0.02
93309,2022-2023,LaLiga,Mallorca,Iñigo Ruiz de Galarreta,es ESP,MF,29.0,19.0,1654.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,86.0,14.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.01,0.05,0.06,0.01,0.06
93310,2022-2023,LaLiga,Mallorca,Dani Rodríguez,es ESP,MF,34.0,19.0,1485.0,16.5,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,21.0,56.0,48.0,0.18,0.18,0.36,0.18,0.36,1.5,1.5,1.3,2.8,0.09,0.09,0.18,0.09,0.18
93311,2022-2023,LaLiga,Mallorca,Copete,es ESP,DF,23.0,18.0,1452.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.4,0.04,0.01,0.05,0.01,0.02
93312,2022-2023,LaLiga,Mallorca,Iddrisu Baba,gh GHA,MF,27.0,13.0,1085.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05
93313,2022-2023,LaLiga,Mallorca,Matija Nastasić,rs SRB,DF,29.0,8.0,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
93314,2022-2023,LaLiga,Mallorca,Rodrigo Battaglia,ar ARG,MF,31.0,8.0,686.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.01,0.03,0.02,0.03
