,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
92093,2022-2023,EPL,Wolves,Leander Dendoncker,be BEL,MF,27.0,2.0,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.27,0.02,0.29,0.27,0.29
92094,2022-2023,EPL,Wolves,Morgan Gibbs-White,eng ENG,"FW,MF",23.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.36,0.04,0.4,0.36,0.4
92095,2022-2023,EPL,Wolves,Joseph Hodge,ie IRL,MF,20.0,1.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.03,0.09,0.06,0.09
92096,2022-2023,EPL,Wolves,Sasa Kalajdzic,at AUT,FW,25.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.53,0.0,0.53,0.53,0.53
92097,2022-2023,EPL,Wolves,Chem Campbell,wls WAL,"FW,MF",20.0,0.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.12,0.12,0.12
92098,2022-2023,EPL,Wolves,João Gomes,br BRA,"MF,FW",22.0,0.0,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.3,0.0,1.3,1.3,1.3,0.2,0.2,0.0,0.2,0.28,0.0,0.28,0.28,0.28
92099,2022-2023,EPL,Wolves,Dexter Lembikisa,jm JAM,DF,19.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92100,2022-2023,EPL,Wolves,Connor Ronan,ie IRL,MF,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92111,2022-2023,EPL,Nott'ham Forest,Brennan Johnson,wls WAL,"FW,MF",21.0,24.0,2127.0,23.6,7.0,2.0,9.0,6.0,1.0,2.0,4.0,0.0,67.0,25.0,119.0,0.3,0.08,0.38,0.25,0.34,6.7,5.2,2.8,8.0,0.29,0.12,0.42,0.23,0.35
92112,2022-2023,EPL,Nott'ham Forest,Morgan Gibbs-White,eng ENG,"MF,FW",23.0,22.0,1916.0,21.3,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,38.0,89.0,115.0,0.09,0.23,0.33,0.09,0.33,3.5,3.5,5.8,9.3,0.17,0.29,0.46,0.17,0.46
92113,2022-2023,EPL,Nott'ham Forest,Remo Freuler,ch SUI,MF,30.0,20.0,1777.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.02,0.03,0.05,0.02,0.05
92114,2022-2023,EPL,Nott'ham Forest,Dean Henderson,eng ENG,GK,26.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92115,2022-2023,EPL,Nott'ham Forest,Scott McKenna,sct SCO,DF,26.0,17.0,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,0.0,0.05,0.05,0.0,0.05
92116,2022-2023,EPL,Nott'ham Forest,Renan Lodi,br BRA,DF,24.0,17.0,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,22.0,46.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09
92117,2022-2023,EPL,Nott'ham Forest,Joe Worrall,eng ENG,DF,26.0,16.0,1611.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,49.0,1.0,0.06,0.0,0.06,0.06,0.06,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04
92118,2022-2023,EPL,Nott'ham Forest,Ryan Yates,eng ENG,MF,25.0,16.0,1437.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,36.0,21.0,0.0,0.13,0.13,0.0,0.13,2.2,2.2,1.2,3.4,0.14,0.07,0.21,0.14,0.21
92119,2022-2023,EPL,Nott'ham Forest,Serge Aurier,ci CIV,DF,30.0,15.0,1340.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,29.0,50.0,40.0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.9,1.5,0.05,0.06,0.11,0.05,0.11
92120,2022-2023,EPL,Nott'ham Forest,Neco Williams,wls WAL,DF,21.0,14.0,1356.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,27.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2.3,0.07,0.09,0.16,0.07,0.16
92121,2022-2023,EPL,Nott'ham Forest,Jesse Lingard,eng ENG,"FW,MF",30.0,12.0,920.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,0.11,0.07,0.18,0.11,0.18
92122,2022-2023,EPL,Nott'ham Forest,Steve Cook,eng ENG,DF,31.0,11.0,957.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.05,0.07,0.01,0.07
92123,2022-2023,EPL,Nott'ham Forest,Orel Mangala,be BEL,MF,24.0,11.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05
92124,2022-2023,EPL,Nott'ham Forest,Taiwo Awoniyi,ng NGA,FW,25.0,9.0,730.0,8.1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,33.0,0.49,0.0,0.49,0.49,0.49,4.5,4.5,1.0,5.5,0.56,0.12,0.68,0.56,0.68
92125,2022-2023,EPL,Nott'ham Forest,Cheikhou Kouyaté,sn SEN,"MF,DF",33.0,9.0,704.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,16.0,8.0,0.13,0.0,0.13,0.13,0.13,0.3,0.3,0.6,1.0,0.04,0.08,0.12,0.04,0.12
92126,2022-2023,EPL,Nott'ham Forest,Willy Boly,ci CIV,DF,32.0,8.0,592.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03
92127,2022-2023,EPL,Nott'ham Forest,Harry Toffolo,eng ENG,DF,27.0,6.0,639.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.03,0.1,0.13,0.03,0.13
92128,2022-2023,EPL,Nott'ham Forest,Lewis O'Brien,eng ENG,MF,24.0,6.0,584.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,13.0,21.0,3.0,0.15,0.0,0.15,0.15,0.15,0.3,0.3,0.2,0.5,0.05,0.03,0.08,0.05,0.08
92129,2022-2023,EPL,Nott'ham Forest,Keylor Navas,cr CRC,GK,36.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92130,2022-2023,EPL,Nott'ham Forest,Chris Wood,nz NZL,FW,31.0,5.0,372.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,14.0,0.24,0.0,0.24,0.24,0.24,0.9,0.9,0.2,1.1,0.23,0.05,0.28,0.23,0.28
92131,2022-2023,EPL,Nott'ham Forest,Jack Colback,eng ENG,MF,33.0,4.0,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03
92132,2022-2023,EPL,Nott'ham Forest,Felipe,br BRA,DF,33.0,4.0,444.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
92133,2022-2023,EPL,Nott'ham Forest,Jonjo Shelvey,eng ENG,MF,31.0,4.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.01,0.08,0.1,0.01,0.1
92134,2022-2023,EPL,Nott'ham Forest,Emmanuel Dennis,ng NGA,FW,25.0,3.0,473.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,11.0,10.0,34.0,0.19,0.19,0.38,0.19,0.38,0.9,0.9,0.3,1.3,0.19,0.07,0.26,0.19,0.26
92135,2022-2023,EPL,Nott'ham Forest,Wayne Hennessey,wls WAL,GK,36.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92136,2022-2023,EPL,Nott'ham Forest,Moussa Niakhate,fr FRA,DF,27.0,2.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.15,0.0,0.15,0.15,0.15
92137,2022-2023,EPL,Nott'ham Forest,Gustavo Scarpa,br BRA,"MF,FW",29.0,2.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.14,0.02,0.16,0.14,0.16
92138,2022-2023,EPL,Nott'ham Forest,Danilo,br BRA,MF,21.0,2.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.06,0.07,0.02,0.07
92139,2022-2023,EPL,Nott'ham Forest,Sam Surridge,eng ENG,FW,24.0,1.0,269.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,14.0,0.33,0.0,0.33,0.33,0.33,1.8,1.8,0.1,1.8,0.6,0.02,0.62,0.6,0.62
92140,2022-2023,EPL,Nott'ham Forest,André Ayew,gh GHA,FW,33.0,0.0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.15,0.0,0.15,0.15,0.15
92141,2022-2023,EPL,Nott'ham Forest,Giulian Biancone,fr FRA,DF,22.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92142,2022-2023,EPL,Nott'ham Forest,Alexander Mighten,eng ENG,FW,20.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92143,2022-2023,EPL,Nott'ham Forest,Cafú,pt POR,MF,30.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92153,2022-2023,EPL,Everton,James Tarkowski,eng ENG,DF,30.0,27.0,2430.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,10.0,73.0,4.0,0.04,0.0,0.04,0.04,0.04,1.9,1.9,1.4,3.2,0.07,0.05,0.12,0.07,0.12
92154,2022-2023,EPL,Everton,Alex Iwobi,ng NGA,"MF,FW",26.0,27.0,2388.0,26.5,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,49.0,128.0,99.0,0.04,0.23,0.26,0.04,0.26,1.6,1.6,3.6,5.2,0.06,0.14,0.2,0.06,0.2
92155,2022-2023,EPL,Everton,Jordan Pickford,eng ENG,GK,29.0,26.0,2340.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01
92156,2022-2023,EPL,Everton,Vitaliy Mykolenko,ua UKR,"DF,MF",23.0,25.0,2139.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,86.0,57.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,1.6,0.02,0.05,0.07,0.02,0.07
92157,2022-2023,EPL,Everton,Amadou Onana,be BEL,MF,21.0,23.0,1975.0,21.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,23.0,50.0,37.0,0.05,0.05,0.09,0.05,0.09,2.3,2.3,1.9,4.2,0.11,0.09,0.2,0.11,0.2
92158,2022-2023,EPL,Everton,Conor Coady,eng ENG,DF,30.0,22.0,1970.0,21.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,39.0,1.0,0.05,0.05,0.09,0.05,0.09,0.8,0.8,0.3,1.2,0.04,0.01,0.05,0.04,0.05
92159,2022-2023,EPL,Everton,Demarai Gray,eng ENG,"FW,MF",26.0,21.0,1933.0,21.5,4.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,71.0,40.0,139.0,0.19,0.05,0.23,0.09,0.14,4.9,3.3,2.7,6.1,0.24,0.13,0.37,0.16,0.29
92160,2022-2023,EPL,Everton,Idrissa Gana Gueye,sn SEN,MF,33.0,21.0,1716.0,19.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,19.0,64.0,11.0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.8,0.9,0.0,0.05,0.05,0.0,0.05
92161,2022-2023,EPL,Everton,Dwight McNeil,eng ENG,"FW,MF",23.0,17.0,1508.0,16.8,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,40.0,41.0,84.0,0.18,0.12,0.3,0.18,0.3,1.1,1.1,3.5,4.6,0.07,0.22,0.29,0.07,0.29
92162,2022-2023,EPL,Everton,Séamus Coleman,ie IRL,DF,34.0,16.0,1367.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,45.0,25.0,0.07,0.0,0.07,0.07,0.07,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04
92163,2022-2023,EPL,Everton,Anthony Gordon,eng ENG,FW,22.0,12.0,1095.0,12.2,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,28.0,19.0,67.0,0.25,0.0,0.25,0.25,0.25,3.3,3.3,0.6,3.9,0.27,0.05,0.32,0.27,0.32
92164,2022-2023,EPL,Everton,Nathan Patterson,sct SCO,"DF,MF",21.0,11.0,988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.04,0.03,0.08,0.04,0.08
92165,2022-2023,EPL,Everton,Neal Maupay,fr FRA,FW,26.0,10.0,947.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,8.0,50.0,0.1,0.0,0.1,0.1,0.1,3.7,3.7,0.5,4.3,0.36,0.05,0.41,0.36,0.41
92166,2022-2023,EPL,Everton,Abdoulaye Doucouré,ml MLI,MF,30.0,9.0,846.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,11.0,23.0,26.0,0.11,0.11,0.21,0.11,0.21,1.0,1.0,0.8,1.8,0.12,0.1,0.22,0.12,0.22
92167,2022-2023,EPL,Everton,Dominic Calvert-Lewin,eng ENG,FW,25.0,9.0,731.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,8.0,30.0,0.12,0.0,0.12,0.12,0.12,2.9,2.9,0.3,3.3,0.36,0.04,0.4,0.36,0.4
92168,2022-2023,EPL,Everton,Ben Godfrey,eng ENG,DF,25.0,5.0,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.3,0.04,0.33,0.3,0.33
92169,2022-2023,EPL,Everton,Tom Davies,eng ENG,MF,24.0,4.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.4,0.23,0.03,0.26,0.23,0.26
92170,2022-2023,EPL,Everton,Mason Holgate,eng ENG,"DF,MF",26.0,3.0,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.07,0.07,0.14,0.07,0.14
92171,2022-2023,EPL,Everton,Michael Keane,eng ENG,DF,30.0,3.0,293.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.31,0.31,0.0,0.31,0.1,0.1,0.3,0.3,0.03,0.12,0.15,0.03,0.15
92172,2022-2023,EPL,Everton,Yerry Mina,co COL,DF,28.0,3.0,234.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.38,0.0,0.38,0.38,0.38,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09
92173,2022-2023,EPL,Everton,Salomón Rondón,ve VEN,FW,33.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.66,0.13,0.79,0.66,0.79
92174,2022-2023,EPL,Everton,Ellis Simms,eng ENG,FW,22.0,1.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.18,0.04,0.22,0.18,0.22
92175,2022-2023,EPL,Everton,Asmir Begović,ba BIH,GK,35.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92176,2022-2023,EPL,Everton,James Garner,eng ENG,MF,22.0,0.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
92177,2022-2023,EPL,Everton,Dele Alli,eng ENG,MF,26.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92178,2022-2023,EPL,Everton,Isaac Price,nir NIR,MF,19.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.26,0.26,0.0,0.26
92179,2022-2023,EPL,Everton,Rúben Vinagre,pt POR,"DF,MF",23.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92180,2022-2023,EPL,Everton,Thomas Cannon,ie IRL,FW,20.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.32,1.95,2.27,0.32,2.27
92191,2022-2023,EPL,Leicester City,Danny Ward,wls WAL,GK,29.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92192,2022-2023,EPL,Leicester City,Timothy Castagne,be BEL,DF,27.0,24.0,2175.0,24.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,31.0,70.0,105.0,0.04,0.08,0.12,0.04,0.12,1.7,1.7,1.5,3.2,0.07,0.06,0.14,0.07,0.14
92193,2022-2023,EPL,Leicester City,Harvey Barnes,eng ENG,"MF,FW",25.0,23.0,1946.0,21.6,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,67.0,51.0,195.0,0.37,0.05,0.42,0.37,0.42,6.5,6.5,1.6,8.1,0.3,0.08,0.38,0.3,0.38
92194,2022-2023,EPL,Leicester City,Kiernan Dewsbury-Hall,eng ENG,MF,24.0,23.0,1866.0,20.7,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,54.0,107.0,70.0,0.1,0.1,0.19,0.1,0.19,1.6,1.6,2.5,4.1,0.08,0.13,0.21,0.08,0.21
92195,2022-2023,EPL,Leicester City,Wout Faes,be BEL,DF,24.0,20.0,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04
92196,2022-2023,EPL,Leicester City,Youri Tielemans,be BEL,MF,25.0,19.0,1708.0,19.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,27.0,143.0,48.0,0.16,0.05,0.21,0.11,0.16,2.3,0.7,3.7,4.4,0.12,0.19,0.31,0.04,0.23
92197,2022-2023,EPL,Leicester City,James Maddison,eng ENG,"MF,FW",26.0,18.0,1542.0,17.1,9.0,5.0,14.0,9.0,0.0,0.0,7.0,0.0,40.0,100.0,95.0,0.53,0.29,0.82,0.53,0.82,4.0,4.0,4.5,8.5,0.25,0.28,0.53,0.25,0.53
92198,2022-2023,EPL,Leicester City,Daniel Amartey,gh GHA,DF,28.0,16.0,1430.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.0,0.04,0.04,0.0,0.04
92199,2022-2023,EPL,Leicester City,James Justin,eng ENG,DF,25.0,14.0,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.02,0.02,0.05,0.02,0.05
92200,2022-2023,EPL,Leicester City,Boubakary Soumaré,fr FRA,MF,24.0,12.0,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01
92201,2022-2023,EPL,Leicester City,Jamie Vardy,eng ENG,FW,36.0,11.0,1258.0,14.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,12.0,9.0,76.0,0.07,0.29,0.36,0.07,0.36,2.5,2.5,0.7,3.2,0.18,0.05,0.23,0.18,0.23
92202,2022-2023,EPL,Leicester City,Wilfred Ndidi,ng NGA,"MF,DF",26.0,11.0,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.01,0.0,0.02,0.01,0.02
92203,2022-2023,EPL,Leicester City,Patson Daka,zm ZAM,FW,24.0,10.0,785.0,8.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,11.0,11.0,48.0,0.46,0.34,0.8,0.46,0.8,2.4,2.4,2.3,4.7,0.3,0.29,0.59,0.3,0.59
92204,2022-2023,EPL,Leicester City,Jonny Evans,nir NIR,DF,35.0,9.0,811.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02
92205,2022-2023,EPL,Leicester City,Luke Thomas,eng ENG,DF,21.0,8.0,691.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.08,0.09,0.01,0.09
92206,2022-2023,EPL,Leicester City,Kelechi Iheanacho,ng NGA,"FW,MF",26.0,7.0,743.0,8.3,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,21.0,16.0,63.0,0.36,0.48,0.85,0.36,0.85,4.2,4.2,2.8,7.0,0.56,0.38,0.94,0.56,0.94
92207,2022-2023,EPL,Leicester City,Nampalys Mendy,sn SEN,MF,30.0,6.0,610.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,19.0,4.0,0.15,0.0,0.15,0.15,0.15,0.1,0.1,0.0,0.2,0.02,0.01,0.03,0.02,0.03
92208,2022-2023,EPL,Leicester City,Harry Souttar,au AUS,DF,24.0,6.0,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,2.0,0.0,0.17,0.17,0.0,0.17,0.6,0.6,0.1,0.8,0.13,0.02,0.15,0.13,0.15
92209,2022-2023,EPL,Leicester City,Dennis Praet,be BEL,"MF,FW",28.0,5.0,514.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,14.0,35.0,0.18,0.0,0.18,0.18,0.18,0.6,0.6,0.3,0.9,0.1,0.06,0.16,0.1,0.16
