Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
2020-2021,SeriaA,Udinese,Marvin Zeegelaar,nl NED,DF,29.0,19.3,30.0,1.55,20.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Bram Nuytinck,nl NED,DF,30.0,18.2,7.0,0.38,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Nahuel Molina,ar ARG,DF,22.0,20.3,50.0,2.46,40.0,4.0,3.0,2.0,0.0,1.0,12.0,0.59,10.0,0.0,2.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Stefano Okaka,it ITA,FW,30.0,16.5,22.0,1.33,12.0,0.0,3.0,5.0,2.0,0.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Kevin Lasagna,it ITA,FW,27.0,12.3,23.0,1.88,15.0,0.0,1.0,6.0,1.0,0.0,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Sebastien De Maio,fr FRA,DF,33.0,9.5,7.0,0.74,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Ignacio Pussetto,ar ARG,FW,24.0,8.4,15.0,1.79,11.0,0.0,3.0,0.0,1.0,0.0,3.0,0.36,1.0,0.0,1.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Udinese,Fernando Llorente,es ESP,FW,35.0,7.9,15.0,1.89,11.0,0.0,0.0,2.0,1.0,1.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Gerard Deulofeu,es ESP,"FW,MF",26.0,6.6,20.0,3.01,15.0,1.0,1.0,0.0,3.0,0.0,4.0,0.6,2.0,0.0,1.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Udinese,Jean-Victor Makengo,fr FRA,MF,22.0,5.8,6.0,1.04,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Ilija Nestorovski,mk MKD,"FW,MF",30.0,7.8,26.0,3.33,19.0,0.0,1.0,3.0,2.0,1.0,2.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Hidde ter Avest,nl NED,DF,23.0,3.9,4.0,1.03,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Fernando Forestieri,it ITA,"FW,MF",30.0,6.1,15.0,2.45,14.0,0.0,0.0,0.0,1.0,0.0,3.0,0.49,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Thomas Ouwejan,nl NED,DF,23.0,4.6,17.0,3.7,10.0,4.0,0.0,1.0,1.0,1.0,2.0,0.44,0.0,2.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Rolando Mandragora,it ITA,MF,23.0,4.4,7.0,1.58,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Mamadou Coulibaly,sn SEN,MF,21.0,2.0,7.0,3.42,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Nícolas Andrade,br BRA,GK,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Jayden Braaf,nl NED,FW,17.0,1.3,4.0,3.1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.78,0.0,0.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Simone Scuffet,it ITA,GK,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Martin Palumbo,no NOR,MF,18.0,0.7,1.0,1.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Mato Jajalo,ba BIH,MF,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Petar Mićin,rs SRB,MF,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Ryder Matos,br BRA,MF,27.0,0.1,3.0,20.77,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Manuel Gasparini,it ITA,GK,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Udinese,Squad Total,,,27.2,38.0,706.0,18.58,509.0,53.0,44.0,42.0,44.0,14.0,67.0,1.76,45.0,3.0,9.0,5.0,5.0,0.0,
2020-2021,SeriaA,Udinese,Opponent Total,,,27.1,38.0,805.0,21.18,579.0,52.0,56.0,57.0,48.0,13.0,94.0,2.47,60.0,3.0,5.0,9.0,14.0,3.0,
2020-2021,SeriaA,Spezia,Emmanuel Gyasi,gh GHA,FW,26.0,31.7,65.0,2.05,56.0,0.0,4.0,3.0,2.0,0.0,10.0,0.32,9.0,0.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Ivan Provedel,it ITA,GK,26.0,29.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Matteo Ricci,it ITA,MF,26.0,24.8,50.0,2.02,41.0,6.0,0.0,1.0,1.0,1.0,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Giulio Maggiore,it ITA,MF,22.0,24.6,35.0,1.42,25.0,0.0,1.0,4.0,3.0,2.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Claudio Terzi,it ITA,DF,36.0,20.8,13.0,0.63,10.0,1.0,1.0,1.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,M'Bala Nzola,ao ANG,FW,23.0,21.1,44.0,2.09,32.0,0.0,4.0,7.0,1.0,0.0,5.0,0.24,2.0,0.0,0.0,3.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Martin Erlic,hr CRO,DF,22.0,20.0,7.0,0.35,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Nahuel Estévez,ar ARG,MF,24.0,19.6,55.0,2.8,39.0,10.0,0.0,6.0,0.0,0.0,9.0,0.46,4.0,2.0,0.0,3.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Julian Chabot,de GER,DF,22.0,18.4,13.0,0.71,9.0,0.0,1.0,2.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Luca Vignali,it ITA,DF,24.0,17.7,22.0,1.25,17.0,0.0,0.0,1.0,3.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Simone Bastoni,it ITA,DF,23.0,16.9,48.0,2.84,28.0,13.0,5.0,2.0,0.0,0.0,8.0,0.47,4.0,3.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Riccardo Marchizza,it ITA,DF,22.0,17.3,28.0,1.61,17.0,11.0,0.0,0.0,0.0,0.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Diego Farias,br BRA,FW,30.0,16.8,59.0,3.5,46.0,0.0,5.0,4.0,3.0,1.0,4.0,0.24,2.0,0.0,0.0,2.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Tommaso Pobega,it ITA,MF,21.0,13.7,23.0,1.68,15.0,0.0,2.0,2.0,3.0,1.0,5.0,0.37,1.0,0.0,1.0,0.0,3.0,0.0,Matches
2020-2021,SeriaA,Spezia,Kevin Agudelo,co COL,FW,21.0,15.1,38.0,2.52,19.0,1.0,3.0,8.0,4.0,3.0,7.0,0.46,5.0,1.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Ardian Ismajli,al ALB,DF,23.0,14.4,9.0,0.62,5.0,0.0,0.0,3.0,0.0,1.0,4.0,0.28,1.0,0.0,0.0,2.0,0.0,1.0,Matches
2020-2021,SeriaA,Spezia,Salvador Ferrer,es ESP,DF,22.0,13.2,27.0,2.04,24.0,2.0,0.0,0.0,0.0,1.0,3.0,0.23,2.0,1.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Daniele Verde,it ITA,FW,24.0,10.9,26.0,2.39,22.0,2.0,1.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Lucien Agoume,fr FRA,MF,18.0,8.9,7.0,0.79,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Léo Sena,br BRA,MF,24.0,9.8,21.0,2.14,18.0,1.0,0.0,0.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Roberto Piccoli,it ITA,FW,19.0,7.8,8.0,1.02,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Spezia,Jeroen Zoet,nl NED,GK,29.0,6.7,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Riccardo Saponara,it ITA,"FW,MF",28.0,4.3,14.0,3.23,7.0,0.0,3.0,0.0,4.0,0.0,2.0,0.46,0.0,0.0,0.0,0.0,2.0,0.0,Matches
2020-2021,SeriaA,Spezia,Andrey Galabinov,bg BUL,FW,31.0,4.8,6.0,1.26,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Jacopo Sala,it ITA,DF,28.0,4.2,7.0,1.68,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Alessandro Deiola,it ITA,MF,24.0,4.0,10.0,2.49,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Paolo Bartolomei,it ITA,MF,30.0,3.6,9.0,2.54,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.56,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Gennaro Acampora,it ITA,"MF,FW",26.0,4.9,8.0,1.63,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Juan Manuel Ramos,uy URU,DF,23.0,3.3,5.0,1.53,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Cristian Dell'Orco,it ITA,DF,26.0,2.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Rafael,br BRA,GK,38.0,2.3,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Luca Mora,it ITA,MF,32.0,1.3,1.0,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Elio Capradossi,it ITA,DF,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Federico Mattiello,it ITA,DF,25.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Spezia,Giuseppe Mastinu,it ITA,FW,28.0,0.4,2.0,5.63,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.81,0.0,0.0,0.0,0.0,0.0,1.0,Matches
2020-2021,SeriaA,Spezia,Squad Total,,,25.2,38.0,664.0,17.47,488.0,55.0,33.0,47.0,29.0,12.0,88.0,2.32,57.0,8.0,3.0,12.0,6.0,2.0,
2020-2021,SeriaA,Spezia,Opponent Total,,,27.3,38.0,751.0,19.76,537.0,69.0,50.0,38.0,48.0,9.0,129.0,3.39,87.0,9.0,9.0,9.0,11.0,4.0,
2020-2021,SeriaA,Cagliari,João Pedro,it ITA,"FW,MF",28.0,36.1,94.0,2.6,68.0,0.0,4.0,8.0,13.0,1.0,9.0,0.25,5.0,0.0,0.0,1.0,3.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Răzvan Marin,ro ROU,MF,24.0,32.9,112.0,3.4,62.0,42.0,4.0,1.0,1.0,2.0,9.0,0.27,5.0,3.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Alessio Cragno,it ITA,GK,26.0,34.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Nahitan Nández,uy URU,"MF,DF",24.0,30.4,75.0,2.47,53.0,2.0,9.0,5.0,4.0,2.0,10.0,0.33,7.0,0.0,2.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Charalambos Lykogiannis,gr GRE,DF,26.0,26.9,33.0,1.23,21.0,9.0,0.0,3.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Diego Godín,uy URU,DF,34.0,27.9,24.0,0.86,22.0,0.0,0.0,1.0,1.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Gabriele Zappa,it ITA,DF,20.0,26.6,64.0,2.4,52.0,4.0,5.0,3.0,0.0,0.0,8.0,0.3,6.0,1.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Radja Nainggolan,be BEL,MF,32.0,20.5,58.0,2.84,46.0,3.0,3.0,2.0,2.0,2.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Giovanni Simeone,ar ARG,FW,25.0,19.3,32.0,1.66,21.0,0.0,4.0,4.0,3.0,0.0,5.0,0.26,4.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Sebastian Walukiewicz,pl POL,DF,20.0,18.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Leonardo Pavoletti,it ITA,FW,31.0,17.6,30.0,1.7,17.0,0.0,0.0,9.0,4.0,0.0,4.0,0.23,1.0,0.0,0.0,2.0,1.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Luca Ceppitelli,it ITA,DF,30.0,16.3,9.0,0.55,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Marko Rog,hr CRO,MF,25.0,12.9,23.0,1.78,20.0,0.0,0.0,0.0,2.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Riccardo Sottil,it ITA,"FW,MF",21.0,13.2,40.0,3.04,29.0,1.0,3.0,4.0,3.0,0.0,4.0,0.3,3.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Andrea Carboni,it ITA,DF,19.0,12.1,9.0,0.75,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Alfred Duncan,gh GHA,MF,27.0,11.9,20.0,1.69,16.0,2.0,1.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Daniele Rugani,it ITA,DF,26.0,11.1,4.0,0.36,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Ragnar Klavan,ee EST,DF,34.0,8.6,3.0,0.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Alessandro Deiola,it ITA,MF,24.0,6.8,13.0,1.9,10.0,0.0,0.0,3.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Paolo Faragò,it ITA,DF,27.0,4.1,10.0,2.44,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Guglielmo Vicario,it ITA,GK,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Christian Oliva,uy URU,MF,24.0,4.3,4.0,0.93,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Alberto Cerri,it ITA,FW,24.0,4.1,20.0,4.85,12.0,0.0,2.0,4.0,2.0,0.0,1.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Adam Ounas,dz ALG,"MF,FW",23.0,3.4,15.0,4.4,13.0,1.0,1.0,0.0,0.0,0.0,3.0,0.88,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Alessandro Tripaldelli,it ITA,DF,21.0,3.3,2.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Gastón Pereiro,uy URU,"MF,DF",25.0,3.0,18.0,5.96,12.0,1.0,2.0,3.0,0.0,0.0,3.0,0.99,2.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Fabio Pisacane,it ITA,DF,34.0,2.5,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Fabrizio Caligara,it ITA,"MF,FW",20.0,2.0,5.0,2.46,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Kwadwo Asamoah,gh GHA,"DF,MF",31.0,2.5,3.0,1.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Mattéo Tramoni,fr FRA,"MF,FW",20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Arturo Calabresi,it ITA,DF,24.0,0.2,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Kiril Despodov,bg BUL,FW,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Cagliari,Squad Total,,,26.5,38.0,730.0,19.21,521.0,72.0,38.0,54.0,35.0,10.0,75.0,1.97,52.0,4.0,4.0,10.0,5.0,0.0,
2020-2021,SeriaA,Cagliari,Opponent Total,,,27.3,38.0,972.0,25.58,715.0,80.0,56.0,71.0,42.0,8.0,107.0,2.82,79.0,6.0,7.0,8.0,5.0,2.0,
2020-2021,SeriaA,Torino,Gleison Bremer,br BRA,DF,23.0,32.6,24.0,0.74,18.0,0.0,1.0,2.0,1.0,2.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Torino,Andrea Belotti,it ITA,FW,26.0,32.1,123.0,3.83,56.0,2.0,14.0,17.0,31.0,3.0,16.0,0.5,6.0,0.0,2.0,3.0,4.0,1.0,Matches
2020-2021,SeriaA,Torino,Tomás Rincón,ve VEN,MF,32.0,31.6,39.0,1.23,28.0,0.0,2.0,3.0,1.0,5.0,4.0,0.13,1.0,0.0,2.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Salvatore Sirigu,it ITA,GK,33.0,32.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Saša Lukić,rs SRB,MF,23.0,23.4,60.0,2.56,46.0,2.0,3.0,1.0,8.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Torino,Armando Izzo,it ITA,DF,28.0,22.3,35.0,1.57,24.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Lyanco,br BRA,DF,23.0,21.8,17.0,0.78,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Cristian Ansaldi,ar ARG,"DF,FW",33.0,21.6,72.0,3.33,43.0,15.0,5.0,4.0,3.0,2.0,8.0,0.37,7.0,0.0,1.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Wilfried Singo,ci CIV,DF,19.0,20.6,41.0,1.99,31.0,2.0,2.0,2.0,4.0,0.0,4.0,0.19,3.0,0.0,0.0,0.0,1.0,0.0,Matches
2020-2021,SeriaA,Torino,Karol Linetty,pl POL,MF,25.0,20.4,42.0,2.06,33.0,0.0,6.0,1.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Simone Verdi,it ITA,"MF,FW",28.0,18.0,91.0,5.06,36.0,40.0,4.0,7.0,3.0,1.0,10.0,0.56,4.0,6.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Rolando Mandragora,it ITA,MF,23.0,16.9,43.0,2.54,32.0,5.0,0.0,3.0,3.0,0.0,5.0,0.3,2.0,1.0,0.0,2.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Mërgim Vojvoda,xk KVX,"DF,FW",25.0,15.1,17.0,1.13,15.0,1.0,0.0,0.0,1.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Nicolas Nkoulou,cm CMR,DF,30.0,15.1,8.0,0.53,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Simone Zaza,it ITA,FW,29.0,16.6,38.0,2.29,22.0,0.0,0.0,8.0,8.0,0.0,3.0,0.18,1.0,0.0,0.0,1.0,1.0,0.0,Matches
2020-2021,SeriaA,Torino,Ricardo Rodríguez,ch SUI,DF,27.0,13.8,25.0,1.82,21.0,1.0,0.0,2.0,1.0,0.0,4.0,0.29,4.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Antonio Sanabria,py PAR,FW,24.0,10.9,20.0,1.84,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Soualiho Meïté,fr FRA,MF,26.0,10.2,17.0,1.66,14.0,0.0,1.0,2.0,0.0,0.0,4.0,0.39,2.0,0.0,0.0,2.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Alessandro Buongiorno,it ITA,DF,21.0,9.5,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Nicola Murru,it ITA,DF,25.0,6.3,14.0,2.21,7.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Amer Gojak,ba BIH,"MF,FW",23.0,5.3,18.0,3.41,9.0,5.0,1.0,3.0,0.0,0.0,2.0,0.38,0.0,1.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Vanja Milinković-Savić,rs SRB,GK,23.0,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Federico Bonazzoli,it ITA,FW,23.0,6.3,17.0,2.71,10.0,0.0,2.0,2.0,3.0,0.0,4.0,0.64,3.0,0.0,0.0,1.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Daniele Baselli,it ITA,MF,28.0,4.4,14.0,3.17,9.0,4.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Álex Berenguer,es ESP,MF,25.0,1.5,3.0,2.06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2020-2021,SeriaA,Torino,Jacopo Segre,it ITA,MF,23.0,2.1,6.0,2.83,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.94,1.0,0.0,0.0,1.0,0.0,0.0,Matches
